port,cargo_type,customer_type,industry,transport_mode,distance_km,transport_cost,port_cost,total_cost,delay_occurred,delay_days,monthly_spend_value,shipment_frequency,storage_required,storage_days,express_required,loss_due_to_delay,customer_satisfaction,will_choose_portkart
Cochin,Hazardous,Retailer,Machinery,Road,251,87183,37274,124457,0,0,373371,5,1,6,0,0,1,1
JNPT,Bulk,Distributor,Chemicals,Road,773,70985,27991,98976,1,1,494880,10,1,3,1,5846,4,1
Cochin,Bulk,Importer,Electronics,Rail,788,40569,21973,62542,0,0,375252,9,1,3,0,0,4,0
Cochin,Liquid,Importer,Machinery,Multi-modal,1071,46908,30844,77752,0,0,699768,5,1,4,1,0,3,1
JNPT,Bulk,Exporter,Textiles,Road,342,47351,39340,86691,0,0,693528,5,0,3,1,0,4,0
Kolkata,Hazardous,Exporter,Electronics,Road,617,58193,31199,89392,1,4,178784,14,0,3,1,22988,4,1
Chennai,Liquid,Exporter,Chemicals,Rail,1407,58891,39347,98238,0,0,196476,11,0,5,1,0,1,1
Kolkata,Hazardous,Exporter,Electronics,Rail,990,41746,37591,79337,0,0,158674,8,0,3,0,0,2,0
Chennai,Liquid,Importer,Chemicals,Multi-modal,1158,63243,35932,99175,0,0,595050,10,1,2,1,0,5,1
Cochin,Container,Retailer,FMCG,Road,186,79051,35202,114253,1,2,342759,14,1,6,0,12134,1,1
Kolkata,Bulk,Exporter,FMCG,Multi-modal,702,62770,30002,92772,1,3,371088,10,1,3,1,8634,3,1
JNPT,Liquid,Exporter,Electronics,Rail,1353,74283,36958,111241,0,0,889928,8,0,6,0,0,3,1
Cochin,Hazardous,Retailer,Machinery,Rail,219,66091,34179,100270,1,3,701890,2,0,4,1,28950,1,1
Mundra,Container,Importer,FMCG,Road,466,83225,37199,120424,0,0,481696,6,1,2,1,0,3,1
Kolkata,Container,Exporter,Electronics,Road,206,40255,31019,71274,1,3,285096,6,0,1,0,19776,4,1
Cochin,Container,Retailer,Textiles,Road,1294,40347,24443,64790,1,3,453530,4,0,6,0,22827,3,1
Mundra,Bulk,Exporter,FMCG,Road,1118,52938,31159,84097,0,0,756873,8,0,4,0,0,4,0
Kolkata,Hazardous,Retailer,Machinery,Rail,329,86156,37771,123927,0,0,991416,3,0,4,0,0,3,1
Kolkata,Bulk,Retailer,FMCG,Multi-modal,430,71738,31966,103704,0,0,725928,10,1,5,1,0,5,1
Cochin,Bulk,Distributor,Textiles,Rail,1381,43621,37138,80759,1,3,646072,12,1,3,1,11952,3,1
Cochin,Hazardous,Exporter,FMCG,Multi-modal,54,88891,36991,125882,1,2,503528,13,1,1,0,9676,3,1
Cochin,Hazardous,Importer,Textiles,Multi-modal,256,71655,30271,101926,1,2,611556,14,0,5,0,9376,4,1
JNPT,Bulk,Importer,Electronics,Rail,184,69677,25037,94714,1,4,662998,8,0,3,0,9920,1,1
Mundra,Liquid,Retailer,Electronics,Rail,552,83663,35367,119030,1,1,952240,14,0,5,1,9422,3,1
Chennai,Bulk,Distributor,Chemicals,Road,281,65568,38731,104299,0,0,521495,11,0,6,1,0,1,1
Mundra,Container,Distributor,Chemicals,Road,396,56924,20076,77000,0,0,693000,12,0,5,0,0,2,0
Kolkata,Hazardous,Retailer,Electronics,Rail,117,88080,23495,111575,1,2,446300,8,0,1,0,2516,4,1
Chennai,Liquid,Distributor,Textiles,Rail,974,88053,27631,115684,1,1,462736,1,0,4,1,4196,1,1
Cochin,Liquid,Exporter,Chemicals,Road,106,44746,22999,67745,1,3,406470,5,1,3,1,13794,5,1
Cochin,Liquid,Retailer,FMCG,Road,582,89725,27636,117361,1,3,352083,5,1,1,0,29538,5,1
Chennai,Container,Distributor,Chemicals,Road,447,85480,28484,113964,0,0,911712,4,0,4,1,0,3,1
Kolkata,Bulk,Retailer,Machinery,Road,412,65651,22989,88640,1,1,443200,14,0,5,0,8147,2,1
Kolkata,Liquid,Distributor,Chemicals,Multi-modal,1116,89244,20051,109295,1,1,218590,7,0,2,1,7875,1,1
Kolkata,Liquid,Exporter,Machinery,Rail,669,78893,27874,106767,1,2,427068,5,0,4,1,16992,4,1
JNPT,Container,Distributor,Textiles,Multi-modal,1485,45430,28598,74028,1,1,444168,3,1,4,1,6790,5,1
Chennai,Container,Distributor,Electronics,Multi-modal,1488,89482,38596,128078,0,0,256156,10,0,6,1,0,1,1
Chennai,Container,Retailer,Machinery,Road,690,71736,20329,92065,1,3,736520,2,1,3,1,20109,4,1
Mundra,Liquid,Importer,Textiles,Multi-modal,613,63804,32672,96476,1,4,192952,12,1,5,0,28164,3,1
Mundra,Bulk,Importer,Textiles,Multi-modal,1467,79328,25247,104575,1,3,418300,11,0,3,0,27843,3,1
Cochin,Hazardous,Importer,Machinery,Multi-modal,1074,83139,22504,105643,0,0,316929,12,1,4,0,0,4,1
Chennai,Bulk,Retailer,Machinery,Multi-modal,523,69739,35437,105176,0,0,210352,10,0,2,0,0,3,1
Cochin,Hazardous,Distributor,FMCG,Rail,75,44359,32809,77168,0,0,463008,10,0,4,0,0,3,0
Mundra,Liquid,Retailer,Chemicals,Road,382,82832,35003,117835,0,0,942680,11,0,1,1,0,4,1
Chennai,Hazardous,Exporter,FMCG,Road,957,83989,36484,120473,1,1,602365,2,0,4,1,4536,2,1
Chennai,Liquid,Retailer,Electronics,Road,1287,69410,20976,90386,1,2,632702,12,0,5,0,19790,3,1
Cochin,Bulk,Retailer,FMCG,Multi-modal,1017,74875,31745,106620,1,1,426480,7,0,4,0,7107,5,1
JNPT,Hazardous,Importer,Chemicals,Multi-modal,170,54167,37300,91467,1,4,182934,1,1,2,1,7624,5,1
Chennai,Hazardous,Exporter,Electronics,Multi-modal,639,82751,23527,106278,0,0,956502,12,1,1,0,0,5,1
Cochin,Liquid,Retailer,FMCG,Road,1188,89954,38966,128920,0,0,1031360,12,1,1,1,0,3,1
Mundra,Hazardous,Importer,FMCG,Multi-modal,1493,55295,34837,90132,1,4,360528,6,1,1,1,25692,5,1
Kolkata,Liquid,Importer,Machinery,Road,607,81881,33546,115427,1,1,692562,9,0,5,0,7630,3,1
Kolkata,Hazardous,Distributor,Electronics,Rail,281,71749,39252,111001,0,0,666006,14,1,2,1,0,4,1
Mundra,Container,Importer,FMCG,Multi-modal,358,89692,37198,126890,0,0,761340,3,1,2,0,0,1,1
Mundra,Hazardous,Retailer,Chemicals,Multi-modal,1283,85235,26163,111398,0,0,334194,1,1,5,0,0,4,1
Kolkata,Liquid,Exporter,Machinery,Road,1107,66997,27623,94620,1,2,662340,12,1,5,0,11374,3,1
Kolkata,Container,Importer,Textiles,Multi-modal,585,80747,23060,103807,1,3,934263,6,1,6,1,10131,3,1
Cochin,Container,Exporter,FMCG,Multi-modal,414,49524,35231,84755,0,0,762795,7,1,5,0,0,5,0
JNPT,Container,Retailer,FMCG,Rail,580,72161,31619,103780,0,0,207560,10,1,6,0,0,2,1
Cochin,Container,Exporter,Machinery,Multi-modal,794,49228,31920,81148,1,4,568036,14,0,3,1,23556,4,1
Chennai,Bulk,Importer,Textiles,Multi-modal,1406,73607,29243,102850,1,3,308550,12,0,2,0,19818,3,1
Mundra,Liquid,Distributor,Machinery,Rail,162,61818,30478,92296,0,0,738368,13,1,1,0,0,4,1
Mundra,Hazardous,Exporter,FMCG,Multi-modal,656,65816,35619,101435,0,0,507175,8,1,4,0,0,1,1
JNPT,Hazardous,Exporter,Machinery,Rail,420,55008,38452,93460,1,1,280380,11,1,6,0,9839,4,1
JNPT,Bulk,Exporter,Electronics,Road,529,72305,30679,102984,1,2,926856,12,0,5,0,17838,1,1
Chennai,Container,Importer,FMCG,Multi-modal,703,82255,25624,107879,0,0,215758,6,0,6,1,0,4,1
Cochin,Hazardous,Distributor,Machinery,Road,595,46021,26437,72458,1,2,362290,12,0,4,1,13888,3,1
Cochin,Liquid,Distributor,Machinery,Multi-modal,1353,66974,34841,101815,0,0,916335,2,0,6,0,0,5,1
Mundra,Bulk,Distributor,Textiles,Rail,1482,81723,27694,109417,0,0,218834,9,0,1,0,0,3,1
JNPT,Hazardous,Importer,Electronics,Rail,1150,42368,35157,77525,0,0,387625,7,1,4,0,0,1,0
JNPT,Hazardous,Retailer,Textiles,Rail,1446,57993,36158,94151,0,0,470755,1,0,1,0,0,5,1
Kolkata,Liquid,Retailer,Chemicals,Rail,509,42366,34164,76530,1,4,459180,13,0,1,0,18612,1,1
JNPT,Container,Retailer,Textiles,Road,1458,71688,25733,97421,1,1,194842,13,1,3,1,5960,3,1
Mundra,Liquid,Distributor,Textiles,Rail,780,80498,37883,118381,0,0,591905,9,1,4,1,0,5,1
Mundra,Hazardous,Exporter,FMCG,Road,295,46553,20757,67310,0,0,403860,1,1,5,1,0,1,1
Cochin,Bulk,Exporter,Machinery,Rail,525,86785,36555,123340,1,2,370020,4,1,2,1,4322,3,1
Mundra,Bulk,Exporter,FMCG,Rail,1480,76007,33942,109949,0,0,659694,14,1,3,0,0,5,1
Kolkata,Hazardous,Retailer,Textiles,Road,496,88487,32993,121480,0,0,607400,2,0,3,0,0,3,1
Chennai,Hazardous,Retailer,Electronics,Road,904,89094,30529,119623,1,3,956984,6,1,5,1,25182,1,1
Mundra,Container,Importer,Textiles,Road,689,89528,20972,110500,1,4,994500,12,1,5,1,17860,5,1
JNPT,Hazardous,Retailer,Chemicals,Multi-modal,148,63608,21919,85527,1,4,256581,7,1,6,1,5600,5,1
JNPT,Bulk,Importer,Machinery,Multi-modal,992,58040,37004,95044,0,0,285132,3,1,1,0,0,4,1
Chennai,Liquid,Retailer,Electronics,Multi-modal,209,43691,27470,71161,1,2,498127,1,1,5,0,12974,3,1
Mundra,Hazardous,Distributor,Chemicals,Rail,1247,51280,30307,81587,1,3,571109,12,0,3,1,8154,2,1
Cochin,Liquid,Exporter,Machinery,Rail,419,78247,35419,113666,0,0,340998,5,1,6,0,0,1,1
Cochin,Container,Exporter,Chemicals,Multi-modal,608,65409,26931,92340,0,0,554040,5,0,1,1,0,1,1
Kolkata,Liquid,Importer,Machinery,Rail,540,61545,28556,90101,0,0,720808,1,0,4,0,0,3,1
Cochin,Hazardous,Distributor,Electronics,Rail,698,46336,33896,80232,0,0,561624,14,1,3,0,0,5,1
JNPT,Container,Retailer,FMCG,Road,183,62574,37155,99729,0,0,498645,11,1,4,1,0,3,1
JNPT,Bulk,Distributor,Textiles,Road,550,89294,31043,120337,0,0,1083033,14,1,3,1,0,3,1
Kolkata,Bulk,Importer,Textiles,Rail,585,89673,34732,124405,0,0,497620,3,0,6,1,0,4,1
Mundra,Liquid,Retailer,Textiles,Rail,1329,50956,23765,74721,0,0,298884,12,0,1,0,0,3,1
Chennai,Hazardous,Retailer,Chemicals,Multi-modal,913,47830,31439,79269,0,0,713421,12,0,5,1,0,5,0
Chennai,Liquid,Exporter,Machinery,Road,1034,88621,20158,108779,0,0,761453,11,1,4,1,0,4,1
Cochin,Liquid,Exporter,Chemicals,Multi-modal,1088,47257,23283,70540,0,0,282160,11,0,2,0,0,1,0
Chennai,Liquid,Retailer,Machinery,Multi-modal,432,73092,29721,102813,0,0,308439,7,1,5,1,0,4,1
JNPT,Liquid,Retailer,Electronics,Rail,282,43909,28015,71924,0,0,503468,4,0,6,1,0,4,0
Mundra,Container,Importer,Electronics,Road,375,49470,36849,86319,0,0,776871,6,0,4,1,0,4,0
JNPT,Liquid,Importer,FMCG,Rail,1469,71770,31226,102996,0,0,617976,6,0,3,1,0,5,1
Chennai,Container,Importer,Electronics,Multi-modal,588,44905,35539,80444,1,3,723996,4,1,3,1,28389,2,1
Cochin,Bulk,Distributor,FMCG,Rail,1495,74010,28784,102794,1,3,822352,8,0,1,0,3552,5,1
Cochin,Container,Retailer,Textiles,Road,492,61947,23188,85135,0,0,595945,9,0,3,1,0,3,1
Kolkata,Hazardous,Importer,FMCG,Multi-modal,1330,40056,32533,72589,1,4,290356,10,1,5,1,31936,4,1
Chennai,Hazardous,Exporter,Electronics,Rail,813,67399,20944,88343,0,0,706744,12,0,2,0,0,5,0
Mundra,Hazardous,Retailer,Chemicals,Multi-modal,331,76527,24263,100790,1,4,604740,12,0,3,1,12040,2,1
Cochin,Hazardous,Distributor,Electronics,Multi-modal,1035,40048,24210,64258,0,0,514064,7,1,3,0,0,2,0
Cochin,Container,Exporter,Electronics,Rail,999,65188,29814,95002,0,0,855018,1,1,3,1,0,3,1
Chennai,Hazardous,Distributor,Electronics,Road,1382,42128,29118,71246,0,0,498722,7,1,4,0,0,1,1
Kolkata,Container,Importer,Machinery,Multi-modal,1206,86639,29692,116331,1,2,1046979,8,0,2,0,14824,1,1
Cochin,Hazardous,Distributor,Machinery,Rail,493,44820,27835,72655,0,0,363275,7,0,1,0,0,1,1
Cochin,Bulk,Importer,FMCG,Multi-modal,895,88979,20763,109742,0,0,987678,7,1,4,0,0,4,1
JNPT,Hazardous,Retailer,Chemicals,Road,1133,78055,39669,117724,0,0,470896,10,0,5,0,0,1,1
Mundra,Bulk,Exporter,Electronics,Road,79,44643,25056,69699,0,0,209097,3,0,4,0,0,5,1
Cochin,Hazardous,Retailer,Textiles,Road,312,84477,22016,106493,0,0,745451,3,0,1,1,0,3,1
Kolkata,Bulk,Importer,Electronics,Rail,1272,66415,37570,103985,0,0,831880,4,1,5,1,0,4,1
Cochin,Container,Exporter,FMCG,Multi-modal,1368,59675,29981,89656,0,0,717248,6,0,5,0,0,4,1
JNPT,Container,Exporter,Electronics,Rail,918,69989,28078,98067,0,0,294201,12,0,3,0,0,2,1
JNPT,Container,Importer,FMCG,Road,677,68618,31859,100477,0,0,904293,10,0,4,0,0,3,1
Cochin,Bulk,Retailer,Electronics,Road,851,57996,23275,81271,1,2,487626,7,1,6,1,2984,5,1
Chennai,Liquid,Retailer,Textiles,Road,1028,61066,36712,97778,1,1,782224,4,1,4,1,4325,2,1
Kolkata,Liquid,Importer,Textiles,Multi-modal,1138,84406,30713,115119,0,0,1036071,3,0,2,1,0,2,1
Cochin,Container,Importer,Machinery,Rail,640,46569,37875,84444,0,0,506664,4,1,1,0,0,3,1
Kolkata,Bulk,Importer,FMCG,Road,1128,46553,37881,84434,1,1,337736,2,0,4,1,2385,2,1
JNPT,Bulk,Exporter,Textiles,Road,220,42786,22233,65019,1,4,455133,5,0,2,1,20488,4,1
Cochin,Bulk,Exporter,FMCG,Road,879,89831,25487,115318,1,2,691908,10,1,3,0,4064,4,1
Cochin,Bulk,Exporter,FMCG,Multi-modal,613,52262,39516,91778,0,0,734224,10,0,2,1,0,5,1
Kolkata,Liquid,Distributor,FMCG,Road,841,43098,28097,71195,1,2,498365,7,1,5,1,4908,3,1
JNPT,Container,Importer,Electronics,Multi-modal,1397,55775,30402,86177,1,4,603239,13,1,3,1,9380,2,1
Chennai,Container,Distributor,FMCG,Multi-modal,329,53890,39714,93604,1,2,374416,8,0,2,1,15654,2,1
Cochin,Liquid,Retailer,Machinery,Multi-modal,1426,60514,37776,98290,1,1,589740,8,1,6,1,9142,5,1
Mundra,Liquid,Exporter,Textiles,Road,546,71668,33384,105052,0,0,420208,14,1,5,1,0,4,1
Cochin,Liquid,Distributor,Machinery,Rail,669,77317,20594,97911,0,0,293733,14,0,4,1,0,5,1
JNPT,Hazardous,Importer,Textiles,Road,290,48204,25122,73326,0,0,219978,3,1,3,0,0,5,1
Mundra,Liquid,Distributor,Electronics,Multi-modal,1446,47619,31939,79558,0,0,159116,4,1,3,0,0,4,1
JNPT,Bulk,Exporter,Electronics,Road,689,73431,24668,98099,0,0,686693,8,1,5,1,0,5,1
Chennai,Hazardous,Distributor,FMCG,Rail,822,78680,20394,99074,1,1,594444,8,1,5,1,2787,1,1
Mundra,Bulk,Retailer,Chemicals,Rail,324,61563,35203,96766,0,0,387064,2,1,3,0,0,4,1
Kolkata,Hazardous,Distributor,Machinery,Road,1272,56600,37743,94343,1,4,660401,12,0,2,1,6564,3,1
Mundra,Hazardous,Distributor,Electronics,Road,1345,82853,39659,122512,0,0,857584,9,0,5,0,0,1,1
Kolkata,Liquid,Importer,Machinery,Multi-modal,404,58830,31530,90360,1,4,632520,8,1,1,0,13348,1,1
Cochin,Liquid,Retailer,Machinery,Multi-modal,917,77190,27463,104653,0,0,523265,1,0,4,0,0,4,1
Cochin,Container,Retailer,Electronics,Road,1066,76913,35779,112692,1,4,1014228,9,1,5,1,34844,5,1
JNPT,Bulk,Retailer,Textiles,Road,1274,79227,24096,103323,1,1,826584,14,1,4,1,9408,4,1
JNPT,Bulk,Distributor,Textiles,Road,1215,61494,30886,92380,1,4,277140,2,1,3,1,21040,4,1
JNPT,Liquid,Exporter,Textiles,Road,1189,74019,29294,103313,1,2,619878,3,1,2,1,16082,4,1
JNPT,Container,Exporter,Electronics,Multi-modal,135,82261,28052,110313,0,0,661878,3,0,2,1,0,4,1
Kolkata,Container,Importer,Electronics,Rail,781,84112,38280,122392,0,0,489568,7,0,6,1,0,5,1
Mundra,Hazardous,Distributor,Chemicals,Rail,431,57349,21528,78877,0,0,157754,7,0,5,1,0,5,1
Cochin,Hazardous,Distributor,FMCG,Road,264,55195,33241,88436,0,0,353744,9,1,2,0,0,1,1
Mundra,Bulk,Distributor,Machinery,Rail,1104,54037,38756,92793,0,0,371172,4,0,5,1,0,2,1
Chennai,Hazardous,Exporter,Machinery,Road,1434,72847,23763,96610,0,0,289830,13,0,4,0,0,3,1
Kolkata,Container,Exporter,Electronics,Rail,1445,64760,32319,97079,0,0,291237,14,1,1,1,0,3,1
JNPT,Bulk,Exporter,Machinery,Road,1186,67157,24090,91247,1,4,821223,8,0,5,0,17028,3,1
Chennai,Hazardous,Retailer,Chemicals,Road,210,77486,37408,114894,1,3,574470,7,1,2,0,28905,2,1
JNPT,Container,Retailer,Chemicals,Road,384,77926,32844,110770,1,4,664620,8,0,4,1,4132,4,1
Mundra,Bulk,Importer,Textiles,Rail,251,73902,33139,107041,1,4,535205,13,0,5,0,9324,3,1
Cochin,Bulk,Importer,Chemicals,Road,1011,63450,30057,93507,0,0,654549,13,1,5,1,0,2,1
Chennai,Liquid,Exporter,FMCG,Road,1031,43688,23748,67436,1,2,269744,7,0,4,1,7798,4,1
JNPT,Liquid,Exporter,Electronics,Multi-modal,399,58095,21439,79534,0,0,636272,1,1,5,1,0,1,1
JNPT,Bulk,Importer,FMCG,Road,1057,49404,20871,70275,1,4,351375,14,0,3,0,25112,1,1
JNPT,Liquid,Retailer,Textiles,Rail,1340,86639,35946,122585,1,1,1103265,11,1,6,1,1244,5,1
Mundra,Bulk,Distributor,Textiles,Multi-modal,961,45767,30247,76014,0,0,608112,9,0,4,0,0,1,1
Cochin,Container,Distributor,Textiles,Multi-modal,630,81791,31884,113675,1,2,568375,1,1,6,0,7706,5,1
JNPT,Hazardous,Importer,Machinery,Multi-modal,1112,46829,21886,68715,1,3,481005,12,0,4,0,24732,4,1
Chennai,Container,Distributor,Machinery,Rail,1383,73043,25271,98314,0,0,294942,2,0,1,0,0,5,1
Mundra,Hazardous,Distributor,Machinery,Rail,1044,46862,27340,74202,1,2,371010,7,0,5,0,2618,4,1
Chennai,Liquid,Distributor,Electronics,Rail,1307,61219,31937,93156,0,0,372624,9,1,6,1,0,2,1
Kolkata,Liquid,Exporter,Chemicals,Road,1356,89616,25415,115031,0,0,1035279,14,1,1,0,0,1,1
JNPT,Container,Retailer,Machinery,Multi-modal,1386,59280,37105,96385,1,2,867465,14,1,4,1,2988,4,1
JNPT,Liquid,Distributor,Textiles,Rail,904,88929,36160,125089,0,0,750534,11,0,6,1,0,1,1
Mundra,Hazardous,Exporter,FMCG,Road,513,55802,31167,86969,1,4,347876,7,1,3,0,15192,5,1
Mundra,Bulk,Retailer,Electronics,Multi-modal,90,45349,27195,72544,0,0,217632,4,1,4,0,0,4,1
Mundra,Container,Exporter,Chemicals,Rail,1005,76999,25302,102301,1,1,613806,2,0,1,1,7851,5,1
Mundra,Liquid,Distributor,Chemicals,Road,813,83060,37189,120249,0,0,1082241,6,1,3,0,0,3,1
Kolkata,Container,Distributor,Electronics,Multi-modal,1458,86545,35954,122499,0,0,489996,2,1,6,0,0,3,1
JNPT,Container,Importer,FMCG,Multi-modal,1451,50437,35453,85890,0,0,515340,11,1,6,1,0,3,0
Mundra,Hazardous,Importer,Chemicals,Multi-modal,1034,52661,35591,88252,0,0,353008,9,0,2,0,0,1,0
Kolkata,Bulk,Retailer,Textiles,Rail,1172,51055,38612,89667,1,3,358668,8,1,3,1,27909,5,1
Kolkata,Container,Retailer,Machinery,Road,610,74954,25967,100921,0,0,908289,6,0,2,1,0,5,1
Cochin,Container,Retailer,Machinery,Rail,51,83168,36489,119657,1,4,717942,9,0,3,1,36688,1,1
Kolkata,Hazardous,Retailer,Machinery,Multi-modal,814,56676,30414,87090,0,0,609630,2,1,1,0,0,4,1
Mundra,Container,Distributor,Electronics,Rail,204,46955,20106,67061,0,0,469427,13,0,2,1,0,1,0
Cochin,Hazardous,Exporter,Textiles,Multi-modal,796,88481,31784,120265,0,0,1082385,1,1,5,0,0,5,1
JNPT,Liquid,Exporter,FMCG,Rail,445,87458,23307,110765,0,0,221530,14,1,4,0,0,5,1
JNPT,Liquid,Retailer,Electronics,Rail,397,79386,24723,104109,0,0,624654,10,1,1,1,0,5,1
Kolkata,Bulk,Exporter,FMCG,Road,1320,56650,30885,87535,1,3,437675,4,0,4,1,4215,3,1
Chennai,Bulk,Exporter,Textiles,Multi-modal,560,84793,24929,109722,1,1,329166,13,1,4,1,2617,1,1
JNPT,Container,Retailer,FMCG,Road,1328,46704,27988,74692,1,3,672228,1,0,5,1,14676,1,1
JNPT,Bulk,Exporter,Electronics,Multi-modal,805,43515,24454,67969,0,0,135938,5,1,6,1,0,2,1
Chennai,Liquid,Retailer,Chemicals,Multi-modal,719,64430,28984,93414,0,0,653898,14,1,2,1,0,1,1
Mundra,Hazardous,Retailer,FMCG,Road,1128,47664,27511,75175,0,0,676575,4,0,6,1,0,1,1
Chennai,Container,Exporter,Textiles,Multi-modal,1364,57269,39225,96494,1,2,482470,8,0,1,1,8930,1,1
Kolkata,Bulk,Retailer,Electronics,Rail,730,45413,31663,77076,1,4,616608,12,0,3,0,4392,2,1
Cochin,Hazardous,Exporter,Electronics,Multi-modal,64,65714,33057,98771,1,4,296313,3,1,6,0,36636,5,1
JNPT,Container,Exporter,Electronics,Road,841,51412,31755,83167,0,0,249501,8,1,1,1,0,1,0
Chennai,Liquid,Importer,Textiles,Rail,89,42977,37226,80203,0,0,641624,9,0,4,0,0,1,1
Kolkata,Hazardous,Retailer,Chemicals,Multi-modal,439,43811,33347,77158,0,0,385790,3,0,6,0,0,2,1
Cochin,Container,Exporter,FMCG,Road,117,86117,35068,121185,0,0,484740,4,0,5,1,0,3,1
Cochin,Bulk,Exporter,Machinery,Rail,1303,43447,30662,74109,0,0,370545,11,1,6,1,0,3,0
Chennai,Container,Retailer,Electronics,Rail,1043,75790,21547,97337,1,1,778696,14,0,6,0,4052,1,1
Cochin,Container,Exporter,Electronics,Multi-modal,580,47240,23238,70478,0,0,281912,2,1,2,1,0,1,0
Chennai,Bulk,Distributor,Textiles,Multi-modal,481,78197,35866,114063,1,2,570315,4,0,3,0,2868,5,1
Chennai,Container,Exporter,FMCG,Road,715,58288,23959,82247,0,0,246741,2,1,3,1,0,4,1
Cochin,Liquid,Exporter,Machinery,Rail,328,59930,35182,95112,0,0,285336,11,1,1,1,0,1,1
Kolkata,Container,Retailer,Electronics,Rail,226,55828,32008,87836,1,1,790524,13,0,1,0,6700,1,1
Kolkata,Bulk,Retailer,Textiles,Rail,1269,57177,39483,96660,0,0,676620,11,0,6,1,0,4,1
Chennai,Container,Exporter,Chemicals,Road,1218,66324,33671,99995,1,4,599970,9,0,2,0,25140,4,1
Chennai,Hazardous,Retailer,Machinery,Multi-modal,388,72368,26856,99224,1,3,793792,13,0,6,1,20847,3,1
Chennai,Liquid,Retailer,FMCG,Multi-modal,1424,49675,30266,79941,1,1,399705,10,0,6,1,3088,1,1
Kolkata,Container,Distributor,FMCG,Rail,1324,58510,28063,86573,0,0,779157,6,1,4,0,0,3,1
Kolkata,Bulk,Retailer,Electronics,Rail,962,69743,26227,95970,0,0,479850,4,0,5,1,0,1,1
Cochin,Bulk,Distributor,Textiles,Road,1492,50619,27150,77769,0,0,544383,10,0,1,1,0,3,1
Kolkata,Bulk,Retailer,FMCG,Road,754,47425,32857,80282,0,0,481692,13,1,2,0,0,5,1
Chennai,Liquid,Importer,Chemicals,Rail,394,74404,38227,112631,0,0,563155,3,1,6,0,0,4,1
Mundra,Container,Retailer,FMCG,Rail,480,74645,29941,104586,0,0,522930,5,1,5,1,0,4,1
JNPT,Container,Exporter,FMCG,Road,193,78174,31432,109606,1,3,219212,10,1,6,1,29943,1,1
Kolkata,Liquid,Importer,Textiles,Rail,800,64241,35172,99413,0,0,795304,9,0,4,0,0,4,1
Kolkata,Hazardous,Distributor,FMCG,Rail,66,44329,23097,67426,1,2,202278,5,1,2,1,3432,3,1
JNPT,Liquid,Retailer,Electronics,Multi-modal,1033,65801,26261,92062,1,3,736496,13,0,4,0,13878,4,1
Chennai,Liquid,Retailer,Machinery,Multi-modal,1415,89451,29669,119120,0,0,476480,1,0,6,1,0,1,1
Cochin,Bulk,Retailer,FMCG,Multi-modal,1377,42303,35163,77466,1,2,232398,7,0,5,1,9614,4,1
Kolkata,Bulk,Importer,Electronics,Multi-modal,879,52803,36857,89660,0,0,358640,14,0,3,0,0,3,0
JNPT,Hazardous,Retailer,Electronics,Rail,617,85486,37242,122728,1,2,368184,14,1,6,0,5548,2,1
Mundra,Container,Exporter,Machinery,Multi-modal,601,43260,23145,66405,0,0,597645,1,0,1,1,0,1,1
Cochin,Bulk,Retailer,Machinery,Multi-modal,613,70102,25930,96032,1,1,384128,3,0,5,0,4034,4,1
JNPT,Bulk,Retailer,Chemicals,Multi-modal,1441,41799,22780,64579,1,2,322895,9,0,1,1,10594,2,1
Kolkata,Container,Retailer,Textiles,Road,1346,73216,25008,98224,1,1,589344,14,1,5,0,4944,5,1
JNPT,Liquid,Retailer,FMCG,Multi-modal,289,73872,20548,94420,0,0,283260,6,0,5,0,0,5,1
Kolkata,Container,Retailer,Textiles,Multi-modal,1482,42093,24001,66094,0,0,264376,6,1,2,1,0,4,0
Chennai,Container,Exporter,Machinery,Multi-modal,1179,47061,38588,85649,1,1,770841,1,1,6,1,6734,4,1
Cochin,Container,Exporter,FMCG,Multi-modal,728,63513,39380,102893,1,4,411572,7,1,4,0,26164,3,1
Mundra,Hazardous,Importer,Textiles,Multi-modal,1296,50745,26818,77563,1,2,620504,13,0,4,1,14226,4,1
Mundra,Liquid,Retailer,Chemicals,Road,108,65107,22696,87803,1,2,175606,13,0,6,0,7124,5,1
Cochin,Bulk,Exporter,Machinery,Multi-modal,485,85583,26541,112124,0,0,896992,8,1,1,1,0,5,1
Kolkata,Hazardous,Distributor,Machinery,Road,438,76657,21326,97983,0,0,293949,11,1,5,1,0,5,1
JNPT,Bulk,Retailer,Electronics,Road,66,57443,32366,89809,0,0,628663,10,1,1,1,0,2,1
Cochin,Hazardous,Exporter,Chemicals,Rail,571,84599,22105,106704,1,3,213408,5,0,3,0,23292,4,1
Chennai,Bulk,Exporter,Chemicals,Multi-modal,221,49859,26642,76501,0,0,306004,3,0,4,0,0,5,1
Mundra,Container,Importer,Chemicals,Road,1434,72925,27777,100702,1,2,906318,1,1,2,0,12380,1,1
Chennai,Hazardous,Distributor,Chemicals,Road,346,46953,39414,86367,1,4,604569,12,0,5,0,16016,3,1
Chennai,Container,Exporter,Chemicals,Rail,571,76807,21304,98111,1,2,392444,7,1,2,1,13804,2,1
Mundra,Liquid,Retailer,FMCG,Road,279,43055,37043,80098,0,0,320392,3,0,4,0,0,3,0
